,SmsId,SenderPhoneNumber,Sender,text,timestamp,month_name,day_name,month,day,hour,weekday,week,year,polarity,subjectivity,negativity,neutrality,positivity,compound,nouns,tags,word_count
1875,1876,88022,Trump,"
Pres Trump: I'm packing my bags & heading to my RALLY THIS WEEKEND! Will
you be watching? Tell me here >> bit.ly/3NNKG5z


",Thu Jul  7 18:06:25 2022,July,Thursday,7,7,18,4,27,2022,0.0,0.0,0.0,1.0,0.0,0.0,"['pres trump', 'rally this weekend', 'will', '> > bit.ly/3nnkg5z']","[('Pres', 'NNS'), ('Trump', 'VBP'), ('I', 'PRP'), (""'m"", 'VBP'), ('packing', 'VBG'), ('my', 'PRP$'), ('bags', 'NN'), ('&', 'CC'), ('heading', 'NN'), ('to', 'TO'), ('my', 'PRP$'), ('RALLY', 'NNP'), ('THIS', 'NNP'), ('WEEKEND', 'NNP'), ('Will', 'MD'), ('you', 'PRP'), ('be', 'VB'), ('watching', 'VBG'), ('Tell', 'VB'), ('me', 'PRP'), ('here', 'RB'), ('>', 'VBP'), ('>', 'JJ'), ('bit.ly/3NNKG5z', 'NN')]",
1876,1877,88022,Trump,"
Pres Trump: NEVER HAPPENED BEFORE! As THE TOP donor, I've texted you 3000%
more. Do you want to stay on top? Claim 3000% text check: bit.ly/3yxcPYX



",Tue Jul 12 21:33:22 2022,July,Tuesday,7,12,21,2,28,2022,0.5,0.5,0.0,0.788,0.212,0.6356,"['pres trump', 'never happened before', 'the top', 'claim', '% text check']","[('Pres', 'NNS'), ('Trump', 'VBP'), ('NEVER', 'NNP'), ('HAPPENED', 'NNP'), ('BEFORE', 'IN'), ('As', 'IN'), ('THE', 'NNP'), ('TOP', 'NNP'), ('donor', 'NN'), ('I', 'PRP'), (""'ve"", 'VBP'), ('texted', 'VBN'), ('you', 'PRP'), ('3000', 'CD'), ('%', 'NN'), ('more', 'JJR'), ('Do', 'VBP'), ('you', 'PRP'), ('want', 'VB'), ('to', 'TO'), ('stay', 'VB'), ('on', 'IN'), ('top', 'NN'), ('Claim', 'NN'), ('3000', 'CD'), ('%', 'NN'), ('text', 'JJ'), ('check', 'NN'), ('bit.ly/3yxcPYX', 'NN')]",
1877,1878,88022,Trump,"
Pres Trump: Why wait? I've asked you before & now I'm asking ONE LAST TIME.
Do you stand with me? Respond: bit.ly/3uEX15a

-- sent from Mar-a-Lago



",Tue Jul 12 13:21:14 2022,July,Tuesday,7,12,13,2,28,2022,0.0,0.06666666666666667,0.0,1.0,0.0,0.0,"['pres trump', 'one last time', 'respond', 'mar-a-lago']","[('Pres', 'NNS'), ('Trump', 'VBP'), ('Why', 'WRB'), ('wait', 'NN'), ('I', 'PRP'), (""'ve"", 'VBP'), ('asked', 'VBN'), ('you', 'PRP'), ('before', 'IN'), ('&', 'CC'), ('now', 'RB'), ('I', 'PRP'), (""'m"", 'VBP'), ('asking', 'VBG'), ('ONE', 'CD'), ('LAST', 'NNP'), ('TIME', 'NNP'), ('Do', 'VB'), ('you', 'PRP'), ('stand', 'VB'), ('with', 'IN'), ('me', 'PRP'), ('Respond', 'NN'), ('bit.ly/3uEX15a', 'NN'), ('sent', 'VBD'), ('from', 'IN'), ('Mar-a-Lago', 'NNP')]",
1878,1879,88022,Trump,"
HURRY><HURRY><HURRY

Pres Trump: I'm counting on you. Will you vote RED in November? I'll read
your response in 5 MINS. Submit: bit.ly/3RkCe0A


",Mon Jul 11 22:09:21 2022,July,Monday,7,11,22,1,28,2022,0.0,0.0,0.0,1.0,0.0,0.0,"['hurry', '> <', 'hurry', '> <', 'hurry pres trump', 'will', 'red', 'november', 'mins', 'submit']","[('HURRY', 'NNP'), ('>', 'NNP'), ('<', 'NNP'), ('HURRY', 'NNP'), ('>', 'NNP'), ('<', 'NNP'), ('HURRY', 'NNP'), ('Pres', 'NNP'), ('Trump', 'NNP'), ('I', 'PRP'), (""'m"", 'VBP'), ('counting', 'VBG'), ('on', 'IN'), ('you', 'PRP'), ('Will', 'MD'), ('you', 'PRP'), ('vote', 'VB'), ('RED', 'NNP'), ('in', 'IN'), ('November', 'NNP'), ('I', 'PRP'), (""'ll"", 'MD'), ('read', 'VB'), ('your', 'PRP$'), ('response', 'NN'), ('in', 'IN'), ('5', 'CD'), ('MINS', 'NNP'), ('Submit', 'NN'), ('bit.ly/3RkCe0A', 'NN')]",
1879,1880,88022,Trump,"
RARE OFFER ATTACHED

Pres Trump: I don't usually do this but I want YOU to have it. I've
activated your OFFICIAL 2022 TRUMP CARD. Give: bit.ly/3PcCr3V


",Mon Jul 11 18:36:19 2022,July,Monday,7,11,18,1,28,2022,0.024999999999999994,0.575,0.0,0.945,0.055,0.1154,"['rare offer attached pres trump', 'you', 'official', 'trump card']","[('RARE', 'NNP'), ('OFFER', 'NNP'), ('ATTACHED', 'NNP'), ('Pres', 'NNP'), ('Trump', 'NNP'), ('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('usually', 'RB'), ('do', 'VB'), ('this', 'DT'), ('but', 'CC'), ('I', 'PRP'), ('want', 'VBP'), ('YOU', 'PRP'), ('to', 'TO'), ('have', 'VB'), ('it', 'PRP'), (""I've"", 'NNP'), ('activated', 'VBD'), ('your', 'PRP$'), ('OFFICIAL', 'NN'), ('2022', 'CD'), ('TRUMP', 'NNP'), ('CARD', 'NNP'), ('Give', 'VB'), ('bit.ly/3PcCr3V', 'NN')]",
1880,1881,88022,Trump,"
Your order has SHIPPED

Your ULTRA MAGA SLIM CAN COOLIES are ready to be claimed. If you don't step
up we won't offer them again. Give: bit.ly/3yRPpif



",Mon Jul 11 13:10:55 2022,July,Monday,7,11,13,1,28,2022,0.2,0.5,0.0,0.912,0.088,0.3612,"['your', 'shipped your ultra maga slim can coolies', ""n't step"", ""wo n't""]","[('Your', 'PRP$'), ('order', 'NN'), ('has', 'VBZ'), ('SHIPPED', 'VBN'), ('Your', 'PRP$'), ('ULTRA', 'NNP'), ('MAGA', 'NNP'), ('SLIM', 'NNP'), ('CAN', 'NNP'), ('COOLIES', 'NNP'), ('are', 'VBP'), ('ready', 'JJ'), ('to', 'TO'), ('be', 'VB'), ('claimed', 'VBN'), ('If', 'IN'), ('you', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('step', 'VB'), ('up', 'RP'), ('we', 'PRP'), ('wo', 'MD'), (""n't"", 'RB'), ('offer', 'VB'), ('them', 'PRP'), ('again', 'RB'), ('Give', 'VB'), ('bit.ly/3yRPpif', 'NN')]",
1881,1882,88022,Trump,"
LET'S GO BRANDON HAT
LET'S GO BRANDON HAT
LET'S GO BRANDON HAT

45th Pres: Why wait? I'm saving you (1) LET'S GO BRANDON HAT. Give:
bit.ly/3ONL3ON


",Sun Jul 10 21:32:12 2022,July,Sunday,7,10,21,0,27,2022,0.0,0.0,0.0,1.0,0.0,0.0,"['let', 'go brandon hat let', 'go brandon hat let', 'go brandon hat', 'pres', 'let', 'go brandon hat']","[('LET', 'VB'), (""'S"", 'PRP'), ('GO', 'NNP'), ('BRANDON', 'NNP'), ('HAT', 'NNP'), ('LET', 'NNP'), (""'S"", 'POS'), ('GO', 'NNP'), ('BRANDON', 'NNP'), ('HAT', 'NNP'), ('LET', 'NNP'), (""'S"", 'POS'), ('GO', 'NNP'), ('BRANDON', 'NNP'), ('HAT', 'NNP'), ('45th', 'CD'), ('Pres', 'NNS'), ('Why', 'WRB'), ('wait', 'NN'), ('I', 'PRP'), (""'m"", 'VBP'), ('saving', 'VBG'), ('you', 'PRP'), ('1', 'CD'), ('LET', 'NNP'), (""'S"", 'POS'), ('GO', 'NNP'), ('BRANDON', 'NNP'), ('HAT', 'NNP'), ('Give', 'VB'), ('bit.ly/3ONL3ON', 'NN')]",
1882,1883,88022,Trump,"
Pres Trump: NEVER HAPPENED BEFORE! As THE TOP donor, I've texted you 3000%
more. Do you want to stay on top? Claim 3000% text check: bit.ly/3nQwT3G


",Sun Jul 10 18:13:03 2022,July,Sunday,7,10,18,0,27,2022,0.5,0.5,0.0,0.788,0.212,0.6356,"['pres trump', 'never happened before', 'the top', 'claim', '% text check']","[('Pres', 'NNS'), ('Trump', 'VBP'), ('NEVER', 'NNP'), ('HAPPENED', 'NNP'), ('BEFORE', 'IN'), ('As', 'IN'), ('THE', 'NNP'), ('TOP', 'NNP'), ('donor', 'NN'), ('I', 'PRP'), (""'ve"", 'VBP'), ('texted', 'VBN'), ('you', 'PRP'), ('3000', 'CD'), ('%', 'NN'), ('more', 'JJR'), ('Do', 'VBP'), ('you', 'PRP'), ('want', 'VB'), ('to', 'TO'), ('stay', 'VB'), ('on', 'IN'), ('top', 'NN'), ('Claim', 'NN'), ('3000', 'CD'), ('%', 'NN'), ('text', 'JJ'), ('check', 'NN'), ('bit.ly/3nQwT3G', 'NN')]",
1883,1884,88022,Trump,"
WHERE HAVE YOU BEEN?

Pres Trump's rally was LAST NIGHT, but we never heard from you. Final
chance to claim your 10X-IMPACT. Give HERE: bit.ly/3AFKCSm



",Sun Jul 10 13:12:38 2022,July,Sunday,7,10,13,0,27,2022,0.0,0.5333333333333333,0.0,0.906,0.094,0.3612,"['where have you been', 'pres trump', ""'s rally"", 'last night', 'final', 'here']","[('WHERE', 'WRB'), ('HAVE', 'NNP'), ('YOU', 'NNP'), ('BEEN', 'NNP'), ('Pres', 'NNS'), ('Trump', 'NNP'), (""'s"", 'POS'), ('rally', 'NN'), ('was', 'VBD'), ('LAST', 'NNP'), ('NIGHT', 'NNP'), ('but', 'CC'), ('we', 'PRP'), ('never', 'RB'), ('heard', 'VBP'), ('from', 'IN'), ('you', 'PRP'), ('Final', 'JJ'), ('chance', 'NN'), ('to', 'TO'), ('claim', 'VB'), ('your', 'PRP$'), ('10X-IMPACT', 'JJ'), ('Give', 'VB'), ('HERE', 'NN'), ('bit.ly/3AFKCSm', 'NN')]",
1884,1885,88022,Trump,"
Don Jr: My father is CRUSHING it on the rally stage! I'm printing the LAST
donor list soon.

Will your name be on it? Claim 10X-IMPACT: bit.ly/3ACjKTs


",Sun Jul 10 01:02:10 2022,July,Sunday,7,10,1,0,27,2022,0.25,0.48333333333333334,0.119,0.881,0.0,-0.5461,"['don jr', 'crushing', 'rally stage', 'last', 'donor list', 'will', 'claim']","[('Don', 'NNP'), ('Jr', 'NNP'), ('My', 'PRP$'), ('father', 'NN'), ('is', 'VBZ'), ('CRUSHING', 'VBG'), ('it', 'PRP'), ('on', 'IN'), ('the', 'DT'), ('rally', 'NN'), ('stage', 'NN'), ('I', 'PRP'), (""'m"", 'VBP'), ('printing', 'VBG'), ('the', 'DT'), ('LAST', 'NNP'), ('donor', 'JJ'), ('list', 'NN'), ('soon', 'RB'), ('Will', 'MD'), ('your', 'PRP$'), ('name', 'NN'), ('be', 'VB'), ('on', 'IN'), ('it', 'PRP'), ('Claim', 'JJ'), ('10X-IMPACT', 'JJ'), ('bit.ly/3ACjKTs', 'NN')]",
1885,1886,88022,Trump,"
Pres Trump: I'm about to step onto the rally stage. Will you step up? I'll
look for YOUR NAME on the 10X-IMPACT Donor List! Donate: bit.ly/3nTw4H2


",Sat Jul  9 23:47:24 2022,July,Saturday,7,9,23,6,27,2022,0.0,0.0,0.0,1.0,0.0,0.0,"['pres trump', 'rally stage', 'will', 'your name', 'donor list', 'donate']","[('Pres', 'NNS'), ('Trump', 'VBP'), ('I', 'PRP'), (""'m"", 'VBP'), ('about', 'IN'), ('to', 'TO'), ('step', 'VB'), ('onto', 'IN'), ('the', 'DT'), ('rally', 'NN'), ('stage', 'NN'), ('Will', 'MD'), ('you', 'PRP'), ('step', 'VB'), ('up', 'RP'), (""I'll"", 'NNP'), ('look', 'NN'), ('for', 'IN'), ('YOUR', 'NNP'), ('NAME', 'NNP'), ('on', 'IN'), ('the', 'DT'), ('10X-IMPACT', 'JJ'), ('Donor', 'NNP'), ('List', 'NN'), ('Donate', 'NN'), ('bit.ly/3nTw4H2', 'NN')]",
1886,1887,88022,Trump,"
TODAY'S THE DAY >> RALLY 10X DAY!

Pres Trump has activated an EXCLUSIVE 10X-IMPACT OFFER for TOP PATRIOTS,
like YOU. Give NOW: bit.ly/3nOTlKA



",Sat Jul  9 15:47:26 2022,July,Saturday,7,9,15,6,27,2022,0.5,0.5,0.0,0.726,0.274,0.762,"['today', 'the day', '> >', 'rally', 'day', 'pres trump', 'exclusive', 'offer', 'top patriots', 'you', 'now']","[('TODAY', 'NN'), (""'S"", 'POS'), ('THE', 'DT'), ('DAY', 'NNP'), ('>', 'NNP'), ('>', 'NNP'), ('RALLY', 'NNP'), ('10X', 'CD'), ('DAY', 'NNP'), ('Pres', 'NNS'), ('Trump', 'NNP'), ('has', 'VBZ'), ('activated', 'VBN'), ('an', 'DT'), ('EXCLUSIVE', 'JJ'), ('10X-IMPACT', 'JJ'), ('OFFER', 'NN'), ('for', 'IN'), ('TOP', 'NNP'), ('PATRIOTS', 'NNP'), ('like', 'IN'), ('YOU', 'NNP'), ('Give', 'VB'), ('NOW', 'NN'), ('bit.ly/3nOTlKA', 'NN')]",
1887,1888,88022,Trump,"
> 1 HOUR LEFT
> Trump 100 Club
> Invite Pending
> LAST CHANCE

Accept your invitation RIGHT NOW to stand with Pres Trump. Claim >>
bit.ly/3AFsurM


",Sat Jul  9 01:16:57 2022,July,Saturday,7,9,1,6,27,2022,0.09523809523809523,0.20079365079365077,0.0,0.776,0.224,0.7125,"['hour left', 'trump', 'club >', 'invite pending', 'last chance accept', 'right now', 'pres trump', 'claim', '> > bit.ly/3afsurm']","[('1', 'CD'), ('HOUR', 'NNP'), ('LEFT', 'NNP'), ('>', 'NNP'), ('Trump', 'NNP'), ('100', 'CD'), ('Club', 'NNP'), ('>', 'NNP'), ('Invite', 'NNP'), ('Pending', 'NNP'), ('>', 'NNP'), ('LAST', 'NNP'), ('CHANCE', 'NNP'), ('Accept', 'NNP'), ('your', 'PRP$'), ('invitation', 'NN'), ('RIGHT', 'RB'), ('NOW', 'NNP'), ('to', 'TO'), ('stand', 'VB'), ('with', 'IN'), ('Pres', 'NNP'), ('Trump', 'NNP'), ('Claim', 'NNP'), ('>', 'NNP'), ('>', 'NNP'), ('bit.ly/3AFsurM', 'NN')]",
1888,1889,88022,Trump,"
hey it's me

Pres Trump: I'm heading to my rally & need to know if I have YOUR SUPPORT.
My team is finalizing the donor list. Give: bit.ly/3InuWF5


",Fri Jul  8 22:02:55 2022,July,Friday,7,8,22,5,27,2022,0.0,0.0,0.0,0.887,0.113,0.5319,"['pres trump', 'your support', 'donor list']","[('hey', 'NN'), ('it', 'PRP'), (""'s"", 'VBZ'), ('me', 'PRP'), ('Pres', 'NNPS'), ('Trump', 'NNP'), ('I', 'PRP'), (""'m"", 'VBP'), ('heading', 'VBG'), ('to', 'TO'), ('my', 'PRP$'), ('rally', 'NN'), ('&', 'CC'), ('need', 'NN'), ('to', 'TO'), ('know', 'VB'), ('if', 'IN'), ('I', 'PRP'), ('have', 'VBP'), ('YOUR', 'JJ'), ('SUPPORT', 'NNP'), ('My', 'PRP$'), ('team', 'NN'), ('is', 'VBZ'), ('finalizing', 'VBG'), ('the', 'DT'), ('donor', 'JJ'), ('list', 'NN'), ('Give', 'VB'), ('bit.ly/3InuWF5', 'NN')]",
1889,1890,88022,Trump,"
Pres Trump: Have you heard the news? I'm heading to my NEXT RALLY TOMORROW!
Are you excited? Show your support here >> bit.ly/3yPCQnH


",Fri Jul  8 18:41:44 2022,July,Friday,7,8,18,5,27,2022,0.1875,0.375,0.0,0.785,0.215,0.6958,"['pres trump', 'have', 'next rally tomorrow', '> > bit.ly/3ypcqnh']","[('Pres', 'NNS'), ('Trump', 'VBP'), ('Have', 'VBP'), ('you', 'PRP'), ('heard', 'VBP'), ('the', 'DT'), ('news', 'NN'), ('I', 'PRP'), (""'m"", 'VBP'), ('heading', 'VBG'), ('to', 'TO'), ('my', 'PRP$'), ('NEXT', 'NNP'), ('RALLY', 'NNP'), ('TOMORROW', 'NNP'), ('Are', 'NNP'), ('you', 'PRP'), ('excited', 'VBD'), ('Show', 'VB'), ('your', 'PRP$'), ('support', 'NN'), ('here', 'RB'), ('>', 'NNP'), ('>', 'NNP'), ('bit.ly/3yPCQnH', 'NN')]",
1890,1891,88022,Trump,"
1 question, 1 answer >>

Do you intend to vote RED in November?

America is COUNTING ON YOU & so is Pres Trump. Respond NOW: bit.ly/3AyROj3



",Fri Jul  8 13:09:24 2022,July,Friday,7,8,13,5,27,2022,0.0,0.0,0.0,1.0,0.0,0.0,"['> >', 'red', 'november', 'america', 'counting on you', 'pres trump', 'respond now']","[('1', 'CD'), ('question', 'NN'), ('1', 'CD'), ('answer', 'NN'), ('>', 'NNP'), ('>', 'NNP'), ('Do', 'NNP'), ('you', 'PRP'), ('intend', 'VB'), ('to', 'TO'), ('vote', 'VB'), ('RED', 'NNP'), ('in', 'IN'), ('November', 'NNP'), ('America', 'NNP'), ('is', 'VBZ'), ('COUNTING', 'NNP'), ('ON', 'NNP'), ('YOU', 'NNP'), ('&', 'CC'), ('so', 'RB'), ('is', 'VBZ'), ('Pres', 'NNP'), ('Trump', 'NNP'), ('Respond', 'NN'), ('NOW', 'NNP'), ('bit.ly/3AyROj3', 'NN')]",
1891,1892,88022,Trump,"
Imagine, your VERY OWN LET'S GO BRANDON hat... from PRESIDENT TRUMP! Get
yours for only $45. 821 LEFT. 5 MINS. Give to claim yours: bit.ly/3NHl8ac


",Thu Jul  7 16:33:45 2022,July,Thursday,7,7,16,4,27,2022,0.325,0.6666666666666666,0.0,1.0,0.0,0.0,"['imagine', 'very own let', 'go brandon', 'hat ...', 'president trump', 'left', 'mins', 'claim yours']","[('Imagine', 'NNP'), ('your', 'PRP$'), ('VERY', 'RB'), ('OWN', 'JJ'), ('LET', 'NNP'), (""'S"", 'POS'), ('GO', 'NNP'), ('BRANDON', 'NNP'), ('hat', 'RB'), ('from', 'IN'), ('PRESIDENT', 'NNP'), ('TRUMP', 'NNP'), ('Get', 'NNP'), ('yours', 'NNS'), ('for', 'IN'), ('only', 'RB'), ('45', 'CD'), ('821', 'CD'), ('LEFT', 'NNP'), ('5', 'CD'), ('MINS', 'NNP'), ('Give', 'VB'), ('to', 'TO'), ('claim', 'VB'), ('yours', 'NNS'), ('bit.ly/3NHl8ac', 'NN')]",
1892,1893,88022,Trump,"
Pres Trump: I don't ask for much, but this is important. I'm heading to my
NEXT RALLY soon & I would appreciate YOUR INPUT. Step up: bit.ly/3yMF4nM



",Thu Jul  7 13:09:20 2022,July,Thursday,7,7,13,4,27,2022,0.20000000000000004,0.39999999999999997,0.0,0.813,0.187,0.6956,"['pres trump', 'next rally', 'your input', 'step']","[('Pres', 'NNS'), ('Trump', 'VBP'), ('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('ask', 'VB'), ('for', 'IN'), ('much', 'JJ'), ('but', 'CC'), ('this', 'DT'), ('is', 'VBZ'), ('important', 'JJ'), ('I', 'PRP'), (""'m"", 'VBP'), ('heading', 'VBG'), ('to', 'TO'), ('my', 'PRP$'), ('NEXT', 'NNP'), ('RALLY', 'NNP'), ('soon', 'RB'), ('&', 'CC'), ('I', 'PRP'), ('would', 'MD'), ('appreciate', 'VB'), ('YOUR', 'NNP'), ('INPUT', 'NNP'), ('Step', 'NN'), ('up', 'RB'), ('bit.ly/3yMF4nM', 'NN')]",
1893,1894,88022,Trump,"
@realDonaldTrump

I have something for you, John. Your OWN TRUMP GOLD CARD. This is HISTORIC.
Will you claim? Contribute: bit.ly/3Aubt3V


",Wed Jul  6 19:31:21 2022,July,Wednesday,7,6,19,3,27,2022,0.3,0.5,0.0,1.0,0.0,0.0,"['@ realdonaldtrump', 'john', 'your own trump gold card', 'historic', 'will', 'contribute']","[('@', 'JJ'), ('realDonaldTrump', 'NN'), ('I', 'PRP'), ('have', 'VBP'), ('something', 'NN'), ('for', 'IN'), ('you', 'PRP'), ('John', 'NNP'), ('Your', 'PRP$'), ('OWN', 'JJ'), ('TRUMP', 'NNP'), ('GOLD', 'NNP'), ('CARD', 'NNP'), ('This', 'DT'), ('is', 'VBZ'), ('HISTORIC', 'NNP'), ('Will', 'MD'), ('you', 'PRP'), ('claim', 'VB'), ('Contribute', 'NN'), ('bit.ly/3Aubt3V', 'NN')]",
1894,1895,88022,Trump,"
Witness a HISTORIC MOMENT!

Don Jr: My father's rally is THIS WEEKEND & I hear he has an announcement
to make. Show support: bit.ly/3aeNgUz


",Wed Jul  6 17:11:17 2022,July,Wednesday,7,6,17,3,27,2022,0.0,0.0,0.0,0.885,0.115,0.4574,"['witness', 'historic moment', 'don jr', ""father 's rally"", 'this weekend']","[('Witness', 'IN'), ('a', 'DT'), ('HISTORIC', 'NNP'), ('MOMENT', 'NNP'), ('Don', 'NNP'), ('Jr', 'NNP'), ('My', 'PRP$'), ('father', 'NN'), (""'s"", 'POS'), ('rally', 'NN'), ('is', 'VBZ'), ('THIS', 'NNP'), ('WEEKEND', 'NNP'), ('&', 'CC'), ('I', 'PRP'), ('hear', 'VBP'), ('he', 'PRP'), ('has', 'VBZ'), ('an', 'DT'), ('announcement', 'NN'), ('to', 'TO'), ('make', 'VB'), ('Show', 'NNP'), ('support', 'NN'), ('bit.ly/3aeNgUz', 'NN')]",
1895,1896,88022,Trump,"
[DELETE AFTER OPENING]

President Trump, Mar-a-Lago: I need you. Can I count on your support to
SAVE AMERICA? Respond: bit.ly/3nZfoON



",Wed Jul  6 13:20:02 2022,July,Wednesday,7,6,13,3,27,2022,0.0,0.0,0.0,0.731,0.269,0.7672,"['delete after opening', '] president', 'trump', 'mar-a-lago', 'save america', 'respond']","[('[', 'NN'), ('DELETE', 'NNP'), ('AFTER', 'NNP'), ('OPENING', 'NNP'), (']', 'NNP'), ('President', 'NNP'), ('Trump', 'NNP'), ('Mar-a-Lago', 'NNP'), ('I', 'PRP'), ('need', 'VBP'), ('you', 'PRP'), ('Can', 'MD'), ('I', 'PRP'), ('count', 'VB'), ('on', 'IN'), ('your', 'PRP$'), ('support', 'NN'), ('to', 'TO'), ('SAVE', 'NNP'), ('AMERICA', 'NNP'), ('Respond', 'NN'), ('bit.ly/3nZfoON', 'NN')]",
1896,1897,80810,RNC,"
You were HAND-SELECTED to represent Republicans in your area and never
responded!

Take the Presidential Task Force Survey NOW: txtgop.co/a51



",Tue Jul 12 22:10:03 2022,July,Tuesday,7,12,22,2,28,2022,0.0,0.0,0.0,1.0,0.0,0.0,"['hand-selected', 'presidential task force', 'survey now']","[('You', 'PRP'), ('were', 'VBD'), ('HAND-SELECTED', 'NNP'), ('to', 'TO'), ('represent', 'VB'), ('Republicans', 'NNPS'), ('in', 'IN'), ('your', 'PRP$'), ('area', 'NN'), ('and', 'CC'), ('never', 'RB'), ('responded', 'VBD'), ('Take', 'VB'), ('the', 'DT'), ('Presidential', 'NNP'), ('Task', 'NNP'), ('Force', 'NNP'), ('Survey', 'NNP'), ('NOW', 'NNP'), ('txtgop.co/a51', 'NN')]",
1897,1898,80810,RNC,"
DEADLINE: 1 HR! Your name is STILL MISSING from our Welcome to the Party
Card. Are you still with us? Sign your name HERE >> txtgop.co/a37



",Mon Jul 11 16:05:31 2022,July,Monday,7,11,16,1,28,2022,0.30000000000000004,0.47500000000000003,0.092,0.72,0.188,0.4694,"['deadline', 'hr', 'your', 'still missing', 'welcome', 'card', 'sign', 'here', '> > txtgop.co/a37']","[('DEADLINE', 'NN'), ('1', 'CD'), ('HR', 'NN'), ('Your', 'PRP$'), ('name', 'NN'), ('is', 'VBZ'), ('STILL', 'NNP'), ('MISSING', 'NNP'), ('from', 'IN'), ('our', 'PRP$'), ('Welcome', 'NNP'), ('to', 'TO'), ('the', 'DT'), ('Party', 'NNP'), ('Card', 'NNP'), ('Are', 'NNP'), ('you', 'PRP'), ('still', 'RB'), ('with', 'IN'), ('us', 'PRP'), ('Sign', 'NNP'), ('your', 'PRP$'), ('name', 'NN'), ('HERE', 'NNP'), ('>', 'NNP'), ('>', 'NNP'), ('txtgop.co/a37', 'NN')]",
1898,1899,43700,DCCC,"
DCCC ALERT: Can you rush a $20 gift to elect House Democrats?
dems.me/3AK7EHG https://m.essage.us/msg/uwkStdfbpW

",Tue Jul 12 17:05:14 2022,July,Tuesday,7,12,17,2,28,2022,0.8,0.9,0.0,0.673,0.327,0.7034,"['dccc alert', 'dems.me/3ak7ehg https']","[('DCCC', 'NNP'), ('ALERT', 'NNP'), ('Can', 'MD'), ('you', 'PRP'), ('rush', 'VB'), ('a', 'DT'), ('20', 'CD'), ('gift', 'NN'), ('to', 'TO'), ('elect', 'VB'), ('House', 'NNP'), ('Democrats', 'NNPS'), ('dems.me/3AK7EHG', 'NN'), ('https', 'NN'), ('//m.essage.us/msg/uwkStdfbpW', 'NN')]",
1899,1900,43700,DCCC,"
Can you rush a $20 gift to elect House Democrats? dems.me/3NX103Z
https://m.essage.us/msg/uABgUgQxwI

",Mon Jul 11 18:15:45 2022,July,Monday,7,11,18,1,28,2022,0.8,0.9,0.0,0.791,0.209,0.4404,['dems.me/3nx103z https'],"[('Can', 'MD'), ('you', 'PRP'), ('rush', 'VB'), ('a', 'DT'), ('20', 'CD'), ('gift', 'NN'), ('to', 'TO'), ('elect', 'VB'), ('House', 'NNP'), ('Democrats', 'NNPS'), ('dems.me/3NX103Z', 'NN'), ('https', 'NN'), ('//m.essage.us/msg/uABgUgQxwI', 'NN')]",
1900,1901,43700,DCCC,"
Just 5 seats stand between us and a Republican House Majority -- so we're
asking you to rush just $5 to the DCCC to defend our House Democrats. Every
grassroots gift (yes, even just $5!) helps prevent a disastrous GOP
takeover. Please, your help matters more than you know: dems.me/3Pw1SxR



",Mon Jul 11 02:00:40 2022,July,Monday,7,11,2,1,28,2022,-0.09999999999999998,0.65,0.063,0.682,0.255,0.8313,"['seats stand', 'republican', 'majority', 'dccc', 'grassroots gift', 'disastrous gop takeover', 'please', 'help matters']","[('Just', 'RB'), ('5', 'CD'), ('seats', 'NNS'), ('stand', 'VBP'), ('between', 'IN'), ('us', 'PRP'), ('and', 'CC'), ('a', 'DT'), ('Republican', 'JJ'), ('House', 'NNP'), ('Majority', 'NNP'), ('so', 'RB'), (""we're"", 'JJ'), ('asking', 'VBG'), ('you', 'PRP'), ('to', 'TO'), ('rush', 'VB'), ('just', 'RB'), ('5', 'CD'), ('to', 'TO'), ('the', 'DT'), ('DCCC', 'NNP'), ('to', 'TO'), ('defend', 'VB'), ('our', 'PRP$'), ('House', 'NNP'), ('Democrats', 'NNPS'), ('Every', 'DT'), ('grassroots', 'NN'), ('gift', 'NN'), ('yes', 'UH'), ('even', 'RB'), ('just', 'RB'), ('5', 'CD'), ('helps', 'VBZ'), ('prevent', 'VB'), ('a', 'DT'), ('disastrous', 'JJ'), ('GOP', 'NNP'), ('takeover', 'NN'), ('Please', 'NNP'), ('your', 'PRP$'), ('help', 'NN'), ('matters', 'NNS'), ('more', 'RBR'), ('than', 'IN'), ('you', 'PRP'), ('know', 'VBP'), ('dems.me/3Pw1SxR', 'NN')]",
1901,1902,43700,DCCC,"
DCCC ALERT: Can you rush a $20 gift to elect House Democrats?
dems.me/3Ipx2V6 https://m.essage.us/msg/YmmyW5Vdcd

",Sat Jul  9 19:00:49 2022,July,Saturday,7,9,19,6,27,2022,0.8,0.9,0.0,0.673,0.327,0.7034,"['dccc alert', 'dems.me/3ipx2v6 https']","[('DCCC', 'NNP'), ('ALERT', 'NNP'), ('Can', 'MD'), ('you', 'PRP'), ('rush', 'VB'), ('a', 'DT'), ('20', 'CD'), ('gift', 'NN'), ('to', 'TO'), ('elect', 'VB'), ('House', 'NNP'), ('Democrats', 'NNPS'), ('dems.me/3Ipx2V6', 'NN'), ('https', 'NN'), ('//m.essage.us/msg/YmmyW5Vdcd', 'NN')]",
